content_id,publish_timestamp,created,last_modified,doi,name,content_type,item_type,creator,primary_creator,resource_sub_type,resource_type,publisher_name,book_title,book_subtitle,collection_name,iiif_url
9dddc737-8035-356b-81dc-dada4500b4ee,2006-01-01 00:00:00.000000 +00:00,2022-02-16 14:54:29.274203 +00:00,2022-02-16 14:54:29.274206 +00:00,10.2307/25162012,"Biography as Environmental ""Herstory""",journal,article,"[""Stephen Kneeshaw""]",Stephen Kneeshaw,,,"[""Organization of American Historians"", ""Oxford University Press""]",,,,
9fbe54c0-ab3a-3788-92d7-7d8c75fa4c8f,2012-01-01 00:00:00.000000 +00:00,2022-02-16 15:46:54.224301 +00:00,2022-02-16 15:46:54.224303 +00:00,10.2307/j.ctt6wrkfv.19,14 The Evangelical Invention of Apartheid,book,chapter,"[""RICHARD ELPHICK""]",RICHARD ELPHICK,,,"[""University of Virginia Press""]",The Equality of Believers,Protestant Missionaries and the Racial Politics of South Africa,,
a0594b78-1f77-3c81-953f-8ffafb171360,1963-08-16 00:00:00.000000 +00:00,2022-02-16 14:56:50.200496 +00:00,2022-02-16 14:56:50.200497 +00:00,10.2307/ithaka.org.1003748643,"Letter from Chatham College President Edward Eddy to Rachel Carson dated August 16, 1963",contributed_documents,ccda_text,"[""Edward D. Eddy (academician and administrator, 1921-1998)""]","Edward D. Eddy (academician and administrator, 1921-1998)",Letters (Correspondence),Documents,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/b5bec0bf-e405-4fac-b743-2aff1819298f_deflate.tif
a08aa18d-83e2-3c79-95c3-d0010a363efd,1951-01-01 00:00:00.000000 +00:00,2021-06-16 18:31:35.272394 +00:00,2021-06-16 18:31:35.272396 +00:00,10.2307/ithaka.org.1003748660,Rachel Carson in Brooks Photography Press Photograph Proofs for The Sea Around Us,contributed_images,ccda_text,"[""Brooks Photography""]",Brooks Photography,Photographs,Images,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/233757e4-00e0-4a99-9ca4-272613f93d17_deflate.tif
a277b8a3-f0fc-3b39-bf37-cb7cfc450ed1,2009-01-01 00:00:00.000000 +00:00,2022-02-16 15:45:29.955680 +00:00,2022-02-16 15:45:29.955682 +00:00,10.2307/27735327,Planning Apartheid in the Naqab,journal,article,"[""Monica Tarazi""]",Monica Tarazi,,,"[""Middle East Research and Information Project, Inc. (MERIP)""]",,,,
a435cf97-767e-33f8-a7ed-e2a6f0223c69,2014-01-01 00:00:00.000000 +00:00,2022-02-16 15:47:31.066455 +00:00,2022-02-16 15:47:31.066457 +00:00,10.2307/j.ctt46nq77.14,Chapter 12 Why South Africa?,book,chapter,"[""Simon Stevens""]",Simon Stevens,,,"[""University of Pennsylvania Press""]",The Breakthrough,Human Rights in the 1970s,,
a466bcc6-70f4-36c4-9749-aa4e81f255ff,1965-01-01 00:00:00.000000 +00:00,2021-07-12 12:39:37.003790 +00:00,2021-07-12 12:39:37.003794 +00:00,10.2307/.1003323268,On Freedom Road,contributed_images,ccda_text,"[""Mackay, Peter""]","Mackay, Peter",Photographs,Images,"[""University of Stirling Archives""]",,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif//2019/08/21/02/fbcdf151-6835-46a3-84a4-54b3444b3ea7.jp2
a497ffb9-ced7-3082-a1aa-4c7c764ffdbd,1951-01-01 00:00:00.000000 +00:00,2021-05-04 19:07:03.606115 +00:00,2021-06-14 22:26:13.383456 +00:00,10.2307/ithaka.org.1003748669,"Rachel Carson on the Dock at Sam Cahoon's Fish market in Woods Hole, Massachusetts, 1951",contributed_images,ccda_text,"[""Edwin Gray""]",Edwin Gray,Photographs,Images,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/c38655ce-eb64-4cc0-88d0-1ca324628aeb_deflate.tif
a65a7582-f164-3a4c-ba05-234e084a4b56,2005-07-01 00:00:00.000000 +00:00,2022-02-16 14:53:44.022336 +00:00,2022-02-16 14:53:44.022338 +00:00,10.2307/41222487,Turning the Tide: How Rachel Carson became a woman of letters,journal,article,"[""WILLIAM HOWARTH""]",WILLIAM HOWARTH,,,"[""The Phi Beta Kappa Society""]",,,,
aa36843e-fc81-3a3d-b2bf-70654799391f,1945-02-01 00:00:00.000000 +00:00,2022-02-16 15:56:16.257374 +00:00,2022-02-16 15:56:16.257375 +00:00,10.2307/29780376,Soviet Union War Posters,journal,article,"[""George A. Novossiltzeff""]",George A. Novossiltzeff,,,"[""Library of Congress""]",,,,
ab0b8df4-96d5-3473-b548-6126a356c3e0,1963-04-12 00:00:00.000000 +00:00,2021-06-16 18:29:58.019409 +00:00,2021-06-16 18:29:58.019411 +00:00,10.2307/ithaka.org.1003748629,"Letter from Rachel Carson to Ruth [Swisshelm] dated April 12, 1963",contributed_documents,ccda_text,"[""Carson, Rachel, 1907-1964""]","Carson, Rachel, 1907-1964",Letters (Correspondence),Documents,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/e04c5cf7-4853-466e-945e-6779b5394018_deflate.tif
ab86179a-e00c-3168-9669-4a9915b837a9,1980-07-01 00:00:00.000000 +00:00,2022-02-16 15:30:23.664830 +00:00,2022-02-16 15:30:23.664831 +00:00,10.2307/3990925,Zimbabwe's Long Road to Freedom,journal,article,"[""Rajeshwar Dayal""]",Rajeshwar Dayal,,,"[""Taylor & Francis, Ltd."", ""Third World Quarterly""]",,,,
acbeafad-52f2-3447-94d4-5ac551a4a7a4,,2021-05-20 13:20:56.136408 +00:00,2021-06-14 22:54:12.457919 +00:00,10.2307/struggles.1003338141,WAR,contributed_images,ccda_text,[],,Posters,Images,,,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif/2019/08/20/08/45dae850-1cac-4dc2-9608-c7ee95ba076b.jp2
b0e4eefb-f166-3e11-8ecb-e3bc489ab701,,2022-02-16 15:49:21.510701 +00:00,2022-02-16 15:49:21.510703 +00:00,10.2307/struggles.1003338131,Wanted : 101 ways to end apartheid,contributed_images,ccda_text,[],,Posters,Images,"[""5 Freedoms Forum""]",,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif/2019/08/21/22/0c7477c7-2017-4dd2-bf51-ce22c0f780df.jp2
b5e76917-0796-3d53-8cc1-d900209ab1fc,1928-01-01 00:00:00.000000 +00:00,2021-06-16 18:31:49.930528 +00:00,2021-06-16 18:31:49.930530 +00:00,10.2307/ithaka.org.1003748649,Rachel Carson in Pennsylvania College for Women's 1928-1929 Yearbook Photo of Omega Club ,contributed_images,ccda_text,"[""Chatham University""]",Chatham University,Photographs,Images,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/7f4af8ab-dde0-4e56-a7ce-0cdedd7152e6_deflate.tif
b5f42515-1672-333a-9aaf-e5f6d38c2d60,1990-03-17 00:00:00.000000 +00:00,2022-02-16 15:31:51.568190 +00:00,2022-02-16 15:31:51.568192 +00:00,10.2307/29707304,Road To Progress Is Freedom's Road,journal,article,"[""G. W. Taylor""]",G. W. Taylor,,,"[""BMJ""]",,,,
b6584b61-d3fd-3fdb-92cd-cbfb2556ef6c,2009-01-01 00:00:00.000000 +00:00,2022-02-16 15:47:19.184128 +00:00,2022-02-16 15:47:19.184131 +00:00,10.7591/j.ctt7z8dn.6,CHAPTER 1 The Unfolding of Apartheid in South Texas:,book,chapter,"[""David Spener""]",David Spener,,,"[""Cornell University Press""]",Clandestine Crossings,Migrants and Coyotes on the Texas-Mexico Border,,
b80f9df8-4d1f-386b-a514-ae710ab73758,1981-05-01 00:00:00.000000 +00:00,2022-02-16 15:49:49.655074 +00:00,2022-02-16 15:49:49.655076 +00:00,10.2307/.1003328927,Plessey Arms Apartheid,contributed_books,ccda_text,"[""Anti-Apartheid Movement"","" World Campaign against Military and Nuclear Collaboration with South Africa""]",Anti-Apartheid Movement,Pamphlets,Books,"[""Anti-Apartheid Movement; World Campaign against Military and Nuclear Collaboration with South Africa""]",,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif//2019/08/19/22/35b7d676-50eb-4136-b7d0-cace9be68ac8.jp2
ba2218c1-3803-3b8d-8535-cff7f67078ca,1963-09-23 00:00:00.000000 +00:00,2022-02-16 14:56:10.558149 +00:00,2022-02-16 14:56:10.558151 +00:00,10.2307/ithaka.org.1003748633,"Letter from Rachel Carson to Chatham College President Edward Eddy dated September 23, 1963",contributed_documents,ccda_text,"[""Carson, Rachel, 1907-1964""]","Carson, Rachel, 1907-1964",Letters (Correspondence),Documents,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/00b8d5cf-2e4d-410a-97a1-2522afe3ef80_deflate.tif
bd8db506-dd3a-3802-ac03-4330db505c89,1985-01-01 00:00:00.000000 +00:00,2022-02-16 15:50:01.520937 +00:00,2022-02-16 15:50:01.520939 +00:00,10.2307/aamp2b0100035.1003327536,Drawing The Line: Cartoonists against apartheid,contributed_books,ccda_text,"[""Anti-Apartheid Movement""]",Anti-Apartheid Movement,Pamphlets,Books,"[""Anti-Apartheid Movement""]",,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif/2019/08/19/21/b621235a-2033-4986-8fc6-fa7e4c66d3cd.jp2
be84c5e0-b442-38de-9d8c-fd5bb454a900,2013-01-01 00:00:00.000000 +00:00,2022-02-16 15:47:23.294038 +00:00,2022-02-16 15:47:23.294040 +00:00,10.2307/j.ctt9qfx3x.9,"3 Apartheid, Children, and the Beginning of the Struggle",book,chapter,"[""ALAN WIEDER""]",ALAN WIEDER,,,"[""NYU Press"", """"]",Ruth First and Joe Slovo in the War Against Apartheid,,,
bed8c5ee-098f-35c7-81b9-b88575b55b9c,2013-01-01 00:00:00.000000 +00:00,2022-02-16 15:31:27.546758 +00:00,2022-02-16 15:31:27.546760 +00:00,10.2307/j.ctt9qczwn.7,Two ‘Capturing Freedom’:,book,chapter,"[""Neil Archer""]",Neil Archer,,,"[""Berghahn Books""]",The French Road Movie,"Space, Mobility, Identity",,
c07a4fc3-3177-3477-8757-11e47be33b17,2012-01-01 00:00:00.000000 +00:00,2022-02-16 15:46:45.419674 +00:00,2022-02-16 15:46:45.419675 +00:00,10.2307/j.ctt3fgwp0.7,"4 Separation, divorce and a new relationship, 1959–1962",book,chapter,"[""Louise Viljoen""]",Louise Viljoen,,,"[""Ohio University Press""]",Ingrid Jonker,Poet under Apartheid,,
c1188531-0ade-38e6-b050-8dfce216ea21,2014-05-01 00:00:00.000000 +00:00,2022-02-16 15:46:04.157405 +00:00,2022-02-16 15:46:04.157408 +00:00,10.2307/resrep05113,POST-APARTHEID SOUTH AFRICA’S FOREIGN POLICY AFTER TWO DECADES,research_report,research_report,"[""Mark Paterson"",""Kudrat Virk""]",Mark Paterson,,,"[""Centre for Conflict Resolution""]",,,,
c1ca27ce-3969-3071-b1b2-4792ef269c38,1995-10-01 00:00:00.000000 +00:00,2022-02-16 15:58:27.984987 +00:00,2022-02-16 15:58:27.984989 +00:00,10.2307/777582,Art and Visual Culture,journal,article,"[""Irene J. Winter"",""Henri Zerner""]",Irene J. Winter,,,"[""Taylor & Francis, Ltd."", ""College Art Association""]",,,,
c27b450a-5e64-3775-be69-a176a18360b0,1965-01-01 00:00:00.000000 +00:00,2021-07-12 12:39:17.113710 +00:00,2021-07-12 12:39:17.113716 +00:00,10.2307/.1003323305,On Freedom Road,contributed_images,ccda_text,"[""Mackay, Peter""]","Mackay, Peter",Photographs,Images,"[""University of Stirling Archives""]",,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif//2019/08/22/08/f1979a5e-0630-4041-9787-e7bdac0e1dee.jp2
c6a4b28d-bae6-3fc9-bc5c-583efdd9c8f4,,2022-02-16 15:55:46.457654 +00:00,2022-02-16 15:55:46.457656 +00:00,10.2307/struggles.1003338326,Seminar: costs of the Angolan war,contributed_images,ccda_text,[],,Posters,Images,,,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif/2019/08/21/23/faa33944-a921-4960-a8b1-a813efdd827d.jp2
c6ec8a54-7c4e-307d-84b5-be34ad059e2b,1965-01-01 00:00:00.000000 +00:00,2022-02-16 15:35:38.670788 +00:00,2022-02-16 15:35:38.670790 +00:00,10.2307/struggles.1003323299,View from Freedom Road,contributed_images,ccda_text,"[""Mackay, Peter""]","Mackay, Peter",Photographs,Images,"[""University of Stirling Archives""]",,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif//2019/08/22/08/c9f290b8-2d97-4b19-b4ab-fbd362f16b1f.jp2
c70931cb-1e9c-39be-92d3-0691d8ea5d05,1907-01-01 00:00:00.000000 +00:00,2021-06-16 18:31:15.669800 +00:00,2021-06-16 18:31:15.669802 +00:00,10.2307/ithaka.org.1003748656,Rachel Carson as Infant with Siblings Marian and Robert at Carson Homestead ,contributed_images,ccda_text,"[""unknown""]",unknown,Photographs,Images,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/d1b0f1b2-4397-4ee0-b4b0-2141a15eaabe_deflate.tif
c7289d78-1a8f-363f-9074-5446bb5ade71,,2022-02-16 15:49:16.669860 +00:00,2022-02-16 15:49:16.669861 +00:00,10.2307/struggles.1003338279,2nd National Forum : Apartheid needs you,contributed_images,ccda_text,[],,Posters,Images,,,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif/2019/08/21/23/587cbe36-30e5-4917-8eb2-16ae633df05a.jp2
c8328817-79a9-3747-9075-0fb251a8b54e,,2021-05-21 18:52:01.458929 +00:00,2021-06-14 22:40:08.641799 +00:00,10.2307/struggles.1003338295,A vote in Aug is a vote to defend apartheid,contributed_images,ccda_text,[],,Posters,Images,,,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif/2019/08/20/05/cac92fc7-aaf9-467e-a579-580c70ddaf05.jp2
cb50fe09-90e8-3245-8427-1da38c21a8c8,2012-04-01 00:00:00.000000 +00:00,2022-02-16 15:45:56.371324 +00:00,2022-02-16 15:45:56.371326 +00:00,10.2307/41432994,Apartheid and the Erosion or Preservation of Medicinal Plant Knowledge,journal,article,"[""Derick Fay""]",Derick Fay,,,"[""Springer""]",,,,
cb93dfe0-1c4f-3f7a-9c70-1351d96ef234,2015-12-01 00:00:00.000000 +00:00,2022-02-16 15:31:08.100113 +00:00,2022-02-16 15:31:08.100115 +00:00,10.2307/resrep03232,Argentina’s Road to Recovery,research_report,research_report,"[""Roger F. Noriega""]",Roger F. Noriega,,,"[""American Enterprise Institute""]",,,,
cd64ebc8-b354-3307-a434-b10155fe4b6a,1965-01-01 00:00:00.000000 +00:00,2022-02-16 15:33:22.036900 +00:00,2022-02-16 15:33:22.036902 +00:00,10.2307/.1003323337,On Freedom Road,contributed_images,ccda_text,"[""Mackay, Peter""]","Mackay, Peter",Photographs,Images,"[""University of Stirling Archives""]",,,Struggles for Freedom: Southern Africa,https://stor.stage.artstor.org/iiif//2019/08/22/08/6bc28257-177b-4119-9719-02625a59f76a.jp2
cd8a5e99-c3c6-324c-b726-cec90665ad8a,1963-09-16 00:00:00.000000 +00:00,2022-02-16 14:56:37.431136 +00:00,2022-02-16 14:56:37.431138 +00:00,10.2307/ithaka.org.1003748631,"Letter from Chatham College President Edward Eddy to Rachel Carson dated September 16, 1963",contributed_documents,ccda_text,"[""Edward D. Eddy (academician and administrator, 1921-1998)""]","Edward D. Eddy (academician and administrator, 1921-1998)",Letters (Correspondence),Documents,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/fedf3ad7-5ec7-4af9-a903-fc7f20fad6fc_deflate.tif
cde8282a-6a06-3f8c-a755-13b807caa07a,1907-01-01 00:00:00.000000 +00:00,2021-03-03 13:46:04.450285 +00:00,2021-06-14 20:44:46.590975 +00:00,10.2307/ithaka.org.1003748658,Rachel Carson with Dog Candy in Her Arms at the Carson Homestead ,contributed_images,ccda_text,"[""unknown""]",unknown,Photographs,Images,,,,Chatham University - Rachel Carson Collection Test,https://stor.stage.artstor.org/iiif//2019/11/26/20/59edae29-42d4-4808-87ef-d4f2a18115c8_deflate.tif
cdf3838d-d954-39bd-bb21-a8c40608b910,2003-03-01 00:00:00.000000 +00:00,2022-02-16 14:53:38.747705 +00:00,2022-02-16 14:53:38.747707 +00:00,10.1086/345456,Rachel Carson Died of Breast Cancer: The Coming of Age of Feminist Environmentalism,journal,article,"[""Joni Seager""]",Joni Seager,,,"[""The University of Chicago Press""]",,,,
ce25f574-7c8b-3584-8423-f45e3d447ee2,2007-10-01 00:00:00.000000 +00:00,2022-02-16 14:54:13.131954 +00:00,2022-02-16 14:54:13.131955 +00:00,10.2307/20058037,"The Narrative Interactions of ""Silent Spring"". Bridging Literary Criticism and Ecocriticism",journal,article,"[""Bonnie Foote""]",Bonnie Foote,,,"[""The Johns Hopkins University Press""]",,,,
cee0a491-b645-31ba-93c8-76aeff0367b3,1978-02-01 00:00:00.000000 +00:00,2022-02-16 14:53:58.131112 +00:00,2022-02-16 14:53:58.131114 +00:00,10.2307/27702311,Environmental Sociology: A New Paradigm,journal,article,"[""William R. Catton, Jr."",""Riley E. Dunlap""]","William R. Catton, Jr.",,,"[""American Sociological Association"", ""Springer""]",,,,
